config_id,asset,n_weak_years,include_election_year_in_strong,bank_fraction,max_lump_multiple,wealth_over_invested_fee0.001,sharpe_fee0.001,dca_wealth_over_invested_fee0.001,dca_sharpe_fee0.001,beats_dca_fee0.001,wealth_over_invested_fee0.0025,sharpe_fee0.0025,dca_wealth_over_invested_fee0.0025,dca_sharpe_fee0.0025,beats_dca_fee0.0025
cfg17_nw1_ie1_bf0.7_ml8,BTC,1,True,0.7,8,9.457750115302028,1.0590835209248801,9.855679074865842,1.0673092354078406,False,9.443554709886117,1.0570126961851205,9.84088617851966,1.0652491717139174,False
cfg17_nw1_ie1_bf0.7_ml8,OIL,1,True,0.7,8,1.1843765754353077,0.25049670862625867,1.1798550873762443,0.22782375575083372,True,1.18259971739364,0.2490733222856952,1.1780850183556857,0.2262905906561879,True
cfg18_nw1_ie0_bf0.3_ml4,SP500,1,False,0.3,4,85.42731978685293,0.14867811959229368,85.27722344483453,0.1530965091120862,False,85.29905085067126,0.14798403283010744,85.14917987853534,0.15233705290993851,False
cfg18_nw1_ie0_bf0.3_ml4,GOLD,1,False,0.3,4,2.199797080177251,0.5072523563567044,2.2312322553607693,0.5049170813430391,False,2.196495568193516,0.5047469795367044,2.227883543414292,0.5019039393179513,False
cfg18_nw1_ie0_bf0.3_ml4,SILVER,1,False,0.3,4,1.6708665352325902,0.32609925465905903,1.686659698183187,0.3196772758715409,False,1.668359213256277,0.3246444466126698,1.6841286627489933,0.31790937005101605,False
cfg18_nw1_ie0_bf0.3_ml4,BTC,1,False,0.3,4,8.970696480891203,1.0455381188492643,9.855679074865842,1.0673092354078406,False,8.957232387238664,1.0434614365621782,9.84088617851966,1.0652491717139174,False
cfg18_nw1_ie0_bf0.3_ml4,OIL,1,False,0.3,4,1.1749388649568173,0.24483726243643553,1.1798550873762443,0.22782375575083372,False,1.1731761776516032,0.2435594578017423,1.1780850183556857,0.2262905906561879,False
cfg19_nw1_ie0_bf0.3_ml8,SP500,1,False,0.3,8,85.33779115091212,0.14915326388350372,85.27722344483453,0.1530965091120862,False,85.2096566421116,0.1484592773612318,85.14917987853534,0.15233705290993851,False
cfg19_nw1_ie0_bf0.3_ml8,GOLD,1,False,0.3,8,2.2024706411523245,0.5084614057439653,2.2312322553607693,0.5049170813430391,False,2.1991651148127693,0.5059545600395801,2.227883543414292,0.5019039393179513,False
cfg19_nw1_ie0_bf0.3_ml8,SILVER,1,False,0.3,8,1.6702708233661872,0.3253926293789504,1.686659698183187,0.3196772758715409,False,1.6677643958521378,0.3239355744701752,1.6841286627489933,0.31790937005101605,False
